id,text,is_bullying,label
sent_0391,"baju lu sok asik, mending hapus akun.",1,body_shaming
sent_0392,"muka lu pansos doang, plis deh ilang aja.",1,hate_speech
sent_0393,"bakat ga ada ga mutu, ngaca dulu deh.",1,harassment
sent_0394,"baju lu sok asik, mending hapus akun.",1,body_shaming
sent_0395,"muka lu jelek banget, plis deh ilang aja.",1,cyber_stalking
sent_0396,"akting lu ga mutu, mending hapus akun.",1,hate_speech
sent_0397,"konten lu sok asik, mending hapus akun.",1,harassment
sent_0398,"muka lu bikin enek, ga usah sok ngartis.",1,cyber_stalking
sent_0399,"baju lu kampungan, ngaca dulu deh.",1,cyber_stalking
sent_0400,"otak cetek jelek banget, bikin sampah doang.",1,body_shaming
sent_0401,"akting lu jelek banget, ga usah sok ngartis.",1,harassment
sent_0402,"konten lu ga mutu, ngaca dulu deh.",1,cyber_stalking
sent_0403,"baju lu ga mutu, ngaca dulu deh.",1,body_shaming
sent_0404,"muka lu jelek banget, ga usah sok ngartis.",1,harassment
sent_0405,"baju lu jelek banget, mending hapus akun.",1,hate_speech
sent_0406,"otak cetek jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0407,"muka lu pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0408,"bakat ga ada jelek banget, bikin sampah doang.",1,cyber_stalking
sent_0409,"bakat ga ada sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0410,"muka lu ga mutu, mending hapus akun.",1,body_shaming
sent_0411,"muka lu ga mutu, mending hapus akun.",1,hate_speech
sent_0412,"bakat ga ada bikin enek, bikin sampah doang.",1,body_shaming
sent_0413,"konten lu jelek banget, bikin sampah doang.",1,harassment
sent_0414,"konten lu sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0415,"bakat ga ada jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0416,"baju lu sok asik, ga usah sok ngartis.",1,cyber_stalking
sent_0417,"akting lu kampungan, plis deh ilang aja.",1,body_shaming
sent_0418,"baju lu ga mutu, bikin sampah doang.",1,cyber_stalking
sent_0419,"bakat ga ada ga mutu, ga usah sok ngartis.",1,harassment
sent_0420,"baju lu jelek banget, mending hapus akun.",1,body_shaming
sent_0421,"baju lu sok asik, bikin sampah doang.",1,hate_speech
sent_0422,"muka lu ga mutu, ngaca dulu deh.",1,harassment
sent_0423,"bakat ga ada sok asik, ngaca dulu deh.",1,hate_speech
sent_0424,"baju lu jelek banget, bikin sampah doang.",1,hate_speech
sent_0425,"akting lu bikin enek, plis deh ilang aja.",1,cyber_stalking
sent_0426,"otak cetek pansos doang, bikin sampah doang.",1,harassment
sent_0427,"otak cetek kampungan, mending hapus akun.",1,harassment
sent_0428,"bakat ga ada pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0429,"baju lu pansos doang, bikin sampah doang.",1,body_shaming
sent_0430,"akting lu jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0431,"baju lu pansos doang, ga usah sok ngartis.",1,body_shaming
sent_0432,"baju lu sok asik, plis deh ilang aja.",1,hate_speech
sent_0433,"otak cetek sok asik, ngaca dulu deh.",1,hate_speech
sent_0434,"muka lu kampungan, bikin sampah doang.",1,cyber_stalking
sent_0435,"muka lu pansos doang, ga usah sok ngartis.",1,body_shaming
sent_0436,"konten lu kampungan, ga usah sok ngartis.",1,harassment
sent_0437,"bakat ga ada jelek banget, plis deh ilang aja.",1,harassment
sent_0438,"baju lu ga mutu, ga usah sok ngartis.",1,body_shaming
sent_0439,"bakat ga ada ga mutu, plis deh ilang aja.",1,harassment
sent_0440,"konten lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0441,"muka lu bikin enek, mending hapus akun.",1,cyber_stalking
sent_0442,"baju lu jelek banget, bikin sampah doang.",1,body_shaming
sent_0443,"muka lu kampungan, plis deh ilang aja.",1,hate_speech
sent_0444,"konten lu sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0445,"baju lu kampungan, plis deh ilang aja.",1,body_shaming
sent_0446,"konten lu kampungan, bikin sampah doang.",1,cyber_stalking
sent_0447,"bakat ga ada bikin enek, bikin sampah doang.",1,body_shaming
sent_0448,"akting lu pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0449,"otak cetek sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0450,"baju lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0451,"bakat ga ada bikin enek, ga usah sok ngartis.",1,body_shaming
sent_0452,"muka lu pansos doang, ga usah sok ngartis.",1,hate_speech
sent_0453,"akting lu pansos doang, ngaca dulu deh.",1,harassment
sent_0454,"bakat ga ada kampungan, bikin sampah doang.",1,harassment
sent_0455,"konten lu sok asik, mending hapus akun.",1,body_shaming
sent_0456,"konten lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0457,"konten lu jelek banget, ngaca dulu deh.",1,cyber_stalking
sent_0458,"otak cetek sok asik, ngaca dulu deh.",1,body_shaming
sent_0459,"akting lu bikin enek, mending hapus akun.",1,cyber_stalking
sent_0460,"bakat ga ada jelek banget, ngaca dulu deh.",1,harassment
sent_0461,"otak cetek jelek banget, mending hapus akun.",1,harassment
sent_0462,"bakat ga ada ga mutu, bikin sampah doang.",1,cyber_stalking
sent_0463,"konten lu sok asik, ngaca dulu deh.",1,body_shaming
sent_0464,"otak cetek kampungan, plis deh ilang aja.",1,cyber_stalking
sent_0465,"konten lu kampungan, ga usah sok ngartis.",1,body_shaming
sent_0466,"akting lu pansos doang, ga usah sok ngartis.",1,harassment
sent_0467,"akting lu sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0468,"konten lu sok asik, bikin sampah doang.",1,harassment
sent_0469,"muka lu pansos doang, plis deh ilang aja.",1,body_shaming
sent_0470,"akting lu ga mutu, ngaca dulu deh.",1,cyber_stalking
sent_0471,"akting lu bikin enek, plis deh ilang aja.",1,hate_speech
sent_0472,"konten lu sok asik, ngaca dulu deh.",1,hate_speech
sent_0473,"akting lu jelek banget, plis deh ilang aja.",1,body_shaming
sent_0474,"otak cetek ga mutu, plis deh ilang aja.",1,hate_speech
sent_0475,"muka lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0476,"konten lu kampungan, plis deh ilang aja.",1,harassment
sent_0477,"bakat ga ada pansos doang, ngaca dulu deh.",1,hate_speech
sent_0478,"akting lu sok asik, ga usah sok ngartis.",1,harassment
sent_0479,"bakat ga ada pansos doang, plis deh ilang aja.",1,hate_speech
sent_0480,"otak cetek jelek banget, mending hapus akun.",1,harassment
sent_0481,"otak cetek pansos doang, bikin sampah doang.",1,body_shaming
sent_0482,"otak cetek jelek banget, plis deh ilang aja.",1,hate_speech
sent_0483,"bakat ga ada ga mutu, ga usah sok ngartis.",1,cyber_stalking
sent_0484,"akting lu pansos doang, mending hapus akun.",1,body_shaming
sent_0485,"otak cetek sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0486,"bakat ga ada kampungan, ga usah sok ngartis.",1,cyber_stalking
sent_0487,"konten lu ga mutu, plis deh ilang aja.",1,harassment
sent_0488,"baju lu bikin enek, mending hapus akun.",1,cyber_stalking
sent_0489,"otak cetek jelek banget, plis deh ilang aja.",1,body_shaming
sent_0490,"bakat ga ada sok asik, mending hapus akun.",1,hate_speech
sent_0491,"muka lu sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0492,"bakat ga ada ga mutu, ngaca dulu deh.",1,cyber_stalking
sent_0493,"baju lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0494,"konten lu ga mutu, ngaca dulu deh.",1,hate_speech
sent_0495,"konten lu jelek banget, bikin sampah doang.",1,harassment
sent_0496,"muka lu sok asik, bikin sampah doang.",1,cyber_stalking
sent_0497,"otak cetek bikin enek, mending hapus akun.",1,body_shaming
sent_0498,"otak cetek bikin enek, ga usah sok ngartis.",1,harassment
sent_0499,"bakat ga ada ga mutu, bikin sampah doang.",1,harassment
sent_0500,"muka lu jelek banget, plis deh ilang aja.",1,cyber_stalking
sent_0501,"karyanya mantap sekali, sehat selalu.",0,neutral
sent_0502,"semangatnya sangat menginspirasi, keep it up!",0,neutral
sent_0503,"karyanya adem liatnya, sukses terus ya kak!",0,neutral
sent_0504,"karyanya adem liatnya, panutan banget.",0,neutral
sent_0505,"public speaking-nya keren banget, sehat selalu.",0,neutral
sent_0506,"semangatnya adem liatnya, panutan banget.",0,neutral
sent_0507,"karyanya bagus pol, sehat selalu.",0,neutral
sent_0508,"karyanya keren banget, sehat selalu.",0,neutral
sent_0509,"penjelasannya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0510,"kontennya mantap sekali, panutan banget.",0,neutral
sent_0511,"public speaking-nya adem liatnya, keep it up!",0,neutral
sent_0512,"karyanya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0513,"semangatnya adem liatnya, sehat selalu.",0,neutral
sent_0514,"public speaking-nya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0515,"penjelasannya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0516,"penjelasannya sangat menginspirasi, sehat selalu.",0,neutral
sent_0517,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0518,"aktingnya mantap sekali, ga sabar nunggu next konten.",0,neutral
sent_0519,"kontennya adem liatnya, keep it up!",0,neutral
sent_0520,"semangatnya adem liatnya, sehat selalu.",0,neutral
sent_0521,"kontennya mantap sekali, ga sabar nunggu next konten.",0,neutral
sent_0522,"public speaking-nya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0523,"karyanya mantap sekali, keep it up!",0,neutral
sent_0524,"semangatnya bagus pol, sehat selalu.",0,neutral
sent_0525,"aktingnya luar biasa, panutan banget.",0,neutral
sent_0526,"semangatnya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0527,"aktingnya keren banget, panutan banget.",0,neutral
sent_0528,"penjelasannya mantap sekali, sehat selalu.",0,neutral
sent_0529,"semangatnya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0530,"semangatnya sangat menginspirasi, panutan banget.",0,neutral
sent_0531,"aktingnya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0532,"semangatnya bagus pol, sehat selalu.",0,neutral
sent_0533,"public speaking-nya keren banget, ga sabar nunggu next konten.",0,neutral
sent_0534,"karyanya luar biasa, sehat selalu.",0,neutral
sent_0535,"public speaking-nya adem liatnya, panutan banget.",0,neutral
sent_0536,"public speaking-nya bagus pol, sehat selalu.",0,neutral
sent_0537,"karyanya bagus pol, sehat selalu.",0,neutral
sent_0538,"penjelasannya luar biasa, sukses terus ya kak!",0,neutral
sent_0539,"kontennya adem liatnya, panutan banget.",0,neutral
sent_0540,"kontennya mantap sekali, keep it up!",0,neutral
sent_0541,"penjelasannya mantap sekali, sukses terus ya kak!",0,neutral
sent_0542,"karyanya keren banget, keep it up!",0,neutral
sent_0543,"aktingnya bagus pol, panutan banget.",0,neutral
sent_0544,"penjelasannya luar biasa, keep it up!",0,neutral
sent_0545,"kontennya bagus pol, sehat selalu.",0,neutral
sent_0546,"penjelasannya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0547,"semangatnya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0548,"penjelasannya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0549,"semangatnya sangat menginspirasi, keep it up!",0,neutral
sent_0550,"public speaking-nya adem liatnya, sehat selalu.",0,neutral
sent_0551,"public speaking-nya luar biasa, panutan banget.",0,neutral
sent_0552,"kontennya mantap sekali, sukses terus ya kak!",0,neutral
sent_0553,"karyanya luar biasa, keep it up!",0,neutral
sent_0554,"aktingnya bagus pol, sehat selalu.",0,neutral
sent_0555,"penjelasannya keren banget, sehat selalu.",0,neutral
sent_0556,"karyanya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0557,"karyanya bagus pol, sukses terus ya kak!",0,neutral
sent_0558,"public speaking-nya sangat menginspirasi, panutan banget.",0,neutral
sent_0559,"semangatnya sangat menginspirasi, sehat selalu.",0,neutral
sent_0560,"public speaking-nya sangat menginspirasi, sehat selalu.",0,neutral
sent_0561,"karyanya luar biasa, keep it up!",0,neutral
sent_0562,"public speaking-nya sangat menginspirasi, keep it up!",0,neutral
sent_0563,"kontennya sangat menginspirasi, panutan banget.",0,neutral
sent_0564,"karyanya mantap sekali, keep it up!",0,neutral
sent_0565,"penjelasannya sangat menginspirasi, sehat selalu.",0,neutral
sent_0566,"penjelasannya bagus pol, sehat selalu.",0,neutral
sent_0567,"kontennya adem liatnya, sehat selalu.",0,neutral
sent_0568,"penjelasannya adem liatnya, sehat selalu.",0,neutral
sent_0569,"karyanya keren banget, sukses terus ya kak!",0,neutral
sent_0570,"kontennya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0571,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0572,"kontennya adem liatnya, sehat selalu.",0,neutral
sent_0573,"aktingnya adem liatnya, sehat selalu.",0,neutral
sent_0574,"semangatnya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0575,"public speaking-nya keren banget, sehat selalu.",0,neutral
sent_0576,"public speaking-nya adem liatnya, sehat selalu.",0,neutral
sent_0577,"kontennya adem liatnya, sukses terus ya kak!",0,neutral
sent_0578,"kontennya sangat menginspirasi, panutan banget.",0,neutral
sent_0579,"karyanya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0580,"public speaking-nya bagus pol, sukses terus ya kak!",0,neutral
sent_0581,"aktingnya luar biasa, panutan banget.",0,neutral
sent_0582,"karyanya keren banget, ga sabar nunggu next konten.",0,neutral
sent_0583,"public speaking-nya sangat menginspirasi, keep it up!",0,neutral
sent_0584,"public speaking-nya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0585,"penjelasannya adem liatnya, panutan banget.",0,neutral
sent_0586,"aktingnya bagus pol, keep it up!",0,neutral
sent_0587,"aktingnya mantap sekali, sehat selalu.",0,neutral
sent_0588,"aktingnya adem liatnya, sukses terus ya kak!",0,neutral
sent_0589,"public speaking-nya keren banget, panutan banget.",0,neutral
sent_0590,"aktingnya mantap sekali, panutan banget.",0,neutral
sent_0591,"penjelasannya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0592,"penjelasannya keren banget, sehat selalu.",0,neutral
sent_0593,"semangatnya keren banget, keep it up!",0,neutral
sent_0594,"kontennya sangat menginspirasi, sehat selalu.",0,neutral
sent_0595,"public speaking-nya adem liatnya, sehat selalu.",0,neutral
sent_0596,"penjelasannya keren banget, sukses terus ya kak!",0,neutral
sent_0597,"penjelasannya mantap sekali, panutan banget.",0,neutral
sent_0598,"penjelasannya adem liatnya, sehat selalu.",0,neutral
sent_0599,"semangatnya adem liatnya, sukses terus ya kak!",0,neutral
sent_0600,"kontennya sangat menginspirasi, sehat selalu.",0,neutral
sent_0601,"aktingnya bagus pol, sukses terus ya kak!",0,neutral
sent_0602,"aktingnya mantap sekali, keep it up!",0,neutral
sent_0603,"aktingnya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0604,"aktingnya sangat menginspirasi, sehat selalu.",0,neutral
sent_0605,"aktingnya sangat menginspirasi, keep it up!",0,neutral
sent_0606,"kontennya sangat menginspirasi, sehat selalu.",0,neutral
sent_0607,"public speaking-nya adem liatnya, panutan banget.",0,neutral
sent_0608,"aktingnya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0609,"kontennya mantap sekali, panutan banget.",0,neutral
sent_0610,"semangatnya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0611,"penjelasannya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0612,"kontennya sangat menginspirasi, panutan banget.",0,neutral
sent_0613,"penjelasannya adem liatnya, keep it up!",0,neutral
sent_0614,"semangatnya mantap sekali, keep it up!",0,neutral
sent_0615,"public speaking-nya luar biasa, keep it up!",0,neutral
sent_0616,"karyanya mantap sekali, sehat selalu.",0,neutral
sent_0617,"penjelasannya sangat menginspirasi, sehat selalu.",0,neutral
sent_0618,"aktingnya luar biasa, keep it up!",0,neutral
sent_0619,"aktingnya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0620,"penjelasannya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0621,"karyanya sangat menginspirasi, keep it up!",0,neutral
sent_0622,"kontennya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0623,"semangatnya bagus pol, sehat selalu.",0,neutral
sent_0624,"penjelasannya keren banget, ga sabar nunggu next konten.",0,neutral
sent_0625,"karyanya mantap sekali, sehat selalu.",0,neutral
sent_0626,"penjelasannya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0627,"public speaking-nya mantap sekali, keep it up!",0,neutral
sent_0628,"public speaking-nya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0629,"public speaking-nya bagus pol, keep it up!",0,neutral
sent_0630,"karyanya bagus pol, sehat selalu.",0,neutral
sent_0631,"semangatnya adem liatnya, keep it up!",0,neutral
sent_0632,"public speaking-nya keren banget, panutan banget.",0,neutral
sent_0633,"kontennya bagus pol, panutan banget.",0,neutral
sent_0634,"penjelasannya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0635,"semangatnya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0636,"public speaking-nya sangat menginspirasi, sehat selalu.",0,neutral
sent_0637,"aktingnya bagus pol, sukses terus ya kak!",0,neutral
sent_0638,"semangatnya adem liatnya, panutan banget.",0,neutral
sent_0639,"aktingnya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0640,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0641,"kontennya adem liatnya, sukses terus ya kak!",0,neutral
sent_0642,"karyanya keren banget, keep it up!",0,neutral
sent_0643,"public speaking-nya sangat menginspirasi, sehat selalu.",0,neutral
sent_0644,"penjelasannya mantap sekali, sehat selalu.",0,neutral
sent_0645,"karyanya adem liatnya, keep it up!",0,neutral
sent_0646,"kontennya mantap sekali, panutan banget.",0,neutral
sent_0647,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0648,"penjelasannya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0649,"karyanya sangat menginspirasi, keep it up!",0,neutral
sent_0650,"penjelasannya adem liatnya, sukses terus ya kak!",0,neutral
sent_0651,"kontennya mantap sekali, sukses terus ya kak!",0,neutral
sent_0652,"aktingnya keren banget, keep it up!",0,neutral
sent_0653,"aktingnya luar biasa, sukses terus ya kak!",0,neutral
sent_0654,"kontennya bagus pol, sukses terus ya kak!",0,neutral
sent_0655,"semangatnya bagus pol, keep it up!",0,neutral
sent_0656,"public speaking-nya luar biasa, panutan banget.",0,neutral
sent_0657,"semangatnya luar biasa, keep it up!",0,neutral
sent_0658,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0659,"aktingnya keren banget, keep it up!",0,neutral
sent_0660,"public speaking-nya adem liatnya, keep it up!",0,neutral
sent_0661,"aktingnya keren banget, panutan banget.",0,neutral
sent_0662,"karyanya bagus pol, sukses terus ya kak!",0,neutral
sent_0663,"aktingnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0664,"kontennya keren banget, sehat selalu.",0,neutral
sent_0665,"kontennya sangat menginspirasi, panutan banget.",0,neutral
sent_0666,"karyanya keren banget, panutan banget.",0,neutral
sent_0667,"semangatnya keren banget, panutan banget.",0,neutral
sent_0668,"penjelasannya luar biasa, panutan banget.",0,neutral
sent_0669,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0670,"semangatnya keren banget, sehat selalu.",0,neutral
sent_0671,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0672,"penjelasannya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0673,"semangatnya adem liatnya, keep it up!",0,neutral
sent_0674,"public speaking-nya adem liatnya, sehat selalu.",0,neutral
sent_0675,"aktingnya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0676,"karyanya mantap sekali, panutan banget.",0,neutral
sent_0677,"karyanya mantap sekali, panutan banget.",0,neutral
sent_0678,"penjelasannya sangat menginspirasi, sehat selalu.",0,neutral
sent_0679,"semangatnya luar biasa, sehat selalu.",0,neutral
sent_0680,"aktingnya bagus pol, panutan banget.",0,neutral
sent_0681,"semangatnya keren banget, keep it up!",0,neutral
sent_0682,"penjelasannya sangat menginspirasi, panutan banget.",0,neutral
sent_0683,"kontennya keren banget, keep it up!",0,neutral
sent_0684,"kontennya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0685,"penjelasannya sangat menginspirasi, keep it up!",0,neutral
sent_0686,"karyanya mantap sekali, sukses terus ya kak!",0,neutral
sent_0687,"public speaking-nya bagus pol, sukses terus ya kak!",0,neutral
sent_0688,"aktingnya luar biasa, sukses terus ya kak!",0,neutral
sent_0689,"aktingnya mantap sekali, ga sabar nunggu next konten.",0,neutral
sent_0690,"aktingnya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0691,"karyanya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0692,"kontennya luar biasa, sukses terus ya kak!",0,neutral
sent_0693,"kontennya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0694,"kontennya mantap sekali, sehat selalu.",0,neutral
sent_0695,"public speaking-nya adem liatnya, sehat selalu.",0,neutral
sent_0696,"penjelasannya sangat menginspirasi, keep it up!",0,neutral
sent_0697,"karyanya adem liatnya, panutan banget.",0,neutral
sent_0698,"semangatnya sangat menginspirasi, sehat selalu.",0,neutral
sent_0699,"kontennya bagus pol, sukses terus ya kak!",0,neutral
sent_0700,"public speaking-nya luar biasa, keep it up!",0,neutral
sent_0701,"kontennya mantap sekali, keep it up!",0,neutral
sent_0702,"semangatnya luar biasa, panutan banget.",0,neutral
sent_0703,"semangatnya keren banget, keep it up!",0,neutral
sent_0704,"penjelasannya bagus pol, panutan banget.",0,neutral
sent_0705,"karyanya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0706,"semangatnya luar biasa, sehat selalu.",0,neutral
sent_0707,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0708,"karyanya adem liatnya, keep it up!",0,neutral
sent_0709,"penjelasannya keren banget, keep it up!",0,neutral
sent_0710,"semangatnya mantap sekali, keep it up!",0,neutral
sent_0711,"semangatnya bagus pol, panutan banget.",0,neutral
sent_0712,"semangatnya bagus pol, sehat selalu.",0,neutral
sent_0713,"public speaking-nya adem liatnya, sukses terus ya kak!",0,neutral
sent_0714,"aktingnya sangat menginspirasi, panutan banget.",0,neutral
sent_0715,"penjelasannya luar biasa, keep it up!",0,neutral
sent_0716,"penjelasannya keren banget, panutan banget.",0,neutral
sent_0717,"aktingnya keren banget, keep it up!",0,neutral
sent_0718,"kontennya mantap sekali, sukses terus ya kak!",0,neutral
sent_0719,"penjelasannya keren banget, keep it up!",0,neutral
sent_0720,"kontennya mantap sekali, ga sabar nunggu next konten.",0,neutral
sent_0721,"aktingnya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0722,"public speaking-nya mantap sekali, sehat selalu.",0,neutral
sent_0723,"penjelasannya keren banget, panutan banget.",0,neutral
sent_0724,"penjelasannya adem liatnya, sehat selalu.",0,neutral
sent_0725,"aktingnya mantap sekali, keep it up!",0,neutral
sent_0726,"kontennya luar biasa, panutan banget.",0,neutral
sent_0727,"aktingnya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0728,"semangatnya sangat menginspirasi, keep it up!",0,neutral
sent_0729,"karyanya keren banget, keep it up!",0,neutral
sent_0730,"public speaking-nya luar biasa, sukses terus ya kak!",0,neutral
sent_0731,"kontennya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0732,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0733,"semangatnya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0734,"kontennya sangat menginspirasi, sukses terus ya kak!",0,neutral
sent_0735,"penjelasannya mantap sekali, sehat selalu.",0,neutral
sent_0736,"public speaking-nya mantap sekali, sehat selalu.",0,neutral
sent_0737,"kontennya bagus pol, panutan banget.",0,neutral
sent_0738,"penjelasannya bagus pol, keep it up!",0,neutral
sent_0739,"kontennya bagus pol, sehat selalu.",0,neutral
sent_0740,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0741,"penjelasannya adem liatnya, keep it up!",0,neutral
sent_0742,"kontennya keren banget, ga sabar nunggu next konten.",0,neutral
sent_0743,"semangatnya keren banget, ga sabar nunggu next konten.",0,neutral
sent_0744,"penjelasannya keren banget, panutan banget.",0,neutral
sent_0745,"aktingnya bagus pol, panutan banget.",0,neutral
sent_0746,"penjelasannya bagus pol, keep it up!",0,neutral
sent_0747,"aktingnya mantap sekali, sehat selalu.",0,neutral
sent_0748,"public speaking-nya adem liatnya, sukses terus ya kak!",0,neutral
sent_0749,"aktingnya luar biasa, sukses terus ya kak!",0,neutral
sent_0750,"semangatnya keren banget, sukses terus ya kak!",0,neutral
sent_0751,"aktingnya mantap sekali, sehat selalu.",0,neutral
sent_0752,"kontennya keren banget, sehat selalu.",0,neutral
sent_0753,"karyanya sangat menginspirasi, panutan banget.",0,neutral
sent_0754,"kontennya luar biasa, sukses terus ya kak!",0,neutral
sent_0755,"penjelasannya bagus pol, sukses terus ya kak!",0,neutral
sent_0756,"kontennya keren banget, keep it up!",0,neutral
sent_0757,"aktingnya mantap sekali, keep it up!",0,neutral
sent_0758,"kontennya sangat menginspirasi, sehat selalu.",0,neutral
sent_0759,"kontennya keren banget, keep it up!",0,neutral
sent_0760,"karyanya mantap sekali, panutan banget.",0,neutral
sent_0761,"aktingnya sangat menginspirasi, ga sabar nunggu next konten.",0,neutral
sent_0762,"public speaking-nya luar biasa, sukses terus ya kak!",0,neutral
sent_0763,"semangatnya keren banget, keep it up!",0,neutral
sent_0764,"penjelasannya adem liatnya, sukses terus ya kak!",0,neutral
sent_0765,"public speaking-nya adem liatnya, sukses terus ya kak!",0,neutral
sent_0766,"semangatnya adem liatnya, ga sabar nunggu next konten.",0,neutral
sent_0767,"semangatnya mantap sekali, ga sabar nunggu next konten.",0,neutral
sent_0768,"penjelasannya keren banget, sukses terus ya kak!",0,neutral
sent_0769,"aktingnya bagus pol, sehat selalu.",0,neutral
sent_0770,"aktingnya bagus pol, keep it up!",0,neutral
sent_0771,"penjelasannya adem liatnya, panutan banget.",0,neutral
sent_0772,"kontennya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0773,"penjelasannya luar biasa, panutan banget.",0,neutral
sent_0774,"public speaking-nya luar biasa, keep it up!",0,neutral
sent_0775,"penjelasannya mantap sekali, sehat selalu.",0,neutral
sent_0776,"kontennya bagus pol, sukses terus ya kak!",0,neutral
sent_0777,"karyanya luar biasa, ga sabar nunggu next konten.",0,neutral
sent_0778,"kontennya mantap sekali, panutan banget.",0,neutral
sent_0779,"aktingnya bagus pol, sukses terus ya kak!",0,neutral
sent_0780,"karyanya bagus pol, ga sabar nunggu next konten.",0,neutral
sent_0781,"penjelasannya adem liatnya, sukses terus ya kak!",0,neutral
sent_0782,"penjelasannya luar biasa, sehat selalu.",0,neutral
sent_0783,"semangatnya sangat menginspirasi, sehat selalu.",0,neutral
sent_0784,"semangatnya bagus pol, sehat selalu.",0,neutral
sent_0785,"penjelasannya mantap sekali, sukses terus ya kak!",0,neutral
sent_0786,"aktingnya luar biasa, panutan banget.",0,neutral
sent_0787,"semangatnya mantap sekali, sukses terus ya kak!",0,neutral
sent_0788,"public speaking-nya mantap sekali, sehat selalu.",0,neutral
sent_0789,"aktingnya adem liatnya, sukses terus ya kak!",0,neutral
sent_0790,"karyanya mantap sekali, keep it up!",0,neutral
sent_0791,"kontennya luar biasa, sukses terus ya kak!",0,neutral
sent_0792,"aktingnya bagus pol, panutan banget.",0,neutral
sent_0793,"semangatnya adem liatnya, panutan banget.",0,neutral
